topic,polarity
vec_BIG_OIL,0.9803309335714437
vec_CHINA,-0.9130940169820911
vec_EU_UKRAINE,0.8627719555800529
vec_ISRAEL,0.9889853827009445
vec_LNG,0.9718656533613648
vec_RENEWABLES,-0.8373667916535608
vec_RUSSIA,-0.9513057812226051
vec_SANCTIONS_TARIFFS,0.8909568690044094
vec_US_POLICY,0.9950598483638193
